bearing2_ch3_rms,bearing2_ch3_kurtosis,bearing2_ch3_crest_factor,bearing2_ch3_spectral_entropy,bearing2_ch3_dominant_frequency,timestamp
-2.920563138578925,-1.1118318808167282,-0.5047620148465766,-1.7736465739449199,-0.03900162849558925,2003.10.22.15.44.13
-2.958036875920535,-1.7640548888198253,1.195610662401657,-3.8932787176647894,-0.03900162849558925,2003.10.22.15.54.13
-2.9995502989936083,-0.8475288910212314,0.6373248442634211,-1.7930097634583306,-0.03900162849558925,2003.10.22.16.04.13
-2.967716339089784,-1.8624314785503369,-0.25151347489485876,-3.6933218271604953,-0.03900162849558925,2003.10.22.16.14.13
-2.8860844061022433,-2.651921528602094,-1.265081436146623,-3.189156583021656,-0.03900162849558925,2003.10.22.16.24.13
-2.84854510181513,-0.21503262202961781,2.0119795710499093,-2.286101557701028,-0.03900162849558925,2003.10.22.16.34.13
-2.940465339965409,-0.6866138430745028,0.423136515401508,-3.400841690712698,-0.03900162849558925,2003.10.22.16.44.13
-3.0172679848629214,-0.6002441940259079,1.302700362334424,-2.7127207914746436,-0.03900162849558925,2003.10.22.16.54.13
-2.915015277271315,-0.8776408359063697,1.0657555362191804,-3.6209289866751373,-0.03900162849558925,2003.10.22.17.04.13
-2.9455068682434917,-0.46604190224237557,0.2694527803107423,-2.3401361023590335,-0.03900162849558925,2003.10.22.17.14.13
-3.145282873136925,-0.12862868079034434,1.4448194266219436,-2.8327688836904237,-0.03900162849558925,2003.10.22.17.19.38
-2.9121247014652267,-0.9133914527373792,0.14575976848877042,-2.8083683234122074,-0.03900162849558925,2003.10.22.17.24.13
-2.9503629349307556,-1.0326285582979664,0.19360521038287673,-3.7132124831488484,-0.03900162849558925,2003.10.22.17.34.13
-3.0650842112158276,-1.7513182157314477,-0.2421095212302216,-3.249821381503858,-0.03900162849558925,2003.10.22.17.44.13
-3.040776712551762,-1.3291696206300216,0.7346527700204276,-2.8956738194016762,-0.03900162849558925,2003.10.22.17.54.13
-3.260408591007812,0.9647581808656626,2.500382687706291,-2.739259711300487,-0.03900162849558925,2003.10.22.18.04.13
-3.1373677481402233,-1.5778271027269335,-0.41630482710953276,-4.2803859828740585,-0.03900162849558925,2003.10.22.18.14.13
-3.0408972055613743,-1.0467871051763407,0.5467192171678613,-2.70784751303022,-0.03900162849558925,2003.10.22.18.24.13
-3.102736737227345,-1.2282375127594118,0.3393481495373982,-3.748752477397287,-0.03900162849558925,2003.10.22.18.34.13
-3.026891449759047,-0.3908321623415427,0.7281932174141685,-3.29517764710459,-0.03900162849558925,2003.10.22.18.44.13
-2.8759563138893784,-1.752678546534136,0.7362417827060563,-3.3343655927410776,-0.03900162849558925,2003.10.22.18.54.13
-2.86845219523477,-1.1976344632449907,-0.37037785253624483,-2.5113827674082256,-0.03900162849558925,2003.10.22.19.04.13
-2.969433646788679,-0.5773819073982492,1.4665585163837227,-2.0993534834755185,-0.03900162849558925,2003.10.22.19.14.13
-2.982343287980481,0.21932895793644153,1.894795979342756,-2.2280826689617044,-0.03900162849558925,2003.10.22.19.24.13
-2.832847736673751,-0.9935103773200501,0.1424567722945069,-2.7516364733042065,-0.03900162849558925,2003.10.22.19.34.13
-3.009539262341395,-0.5462580909120269,1.9871587098632615,-1.5022836719836308,-0.03900162849558925,2003.10.22.19.44.13
