bearing2_ch4_rms,bearing2_ch4_kurtosis,bearing2_ch4_crest_factor,bearing2_ch4_spectral_entropy,bearing2_ch4_dominant_frequency,timestamp
-3.3060225368620872,-1.3740536237736918,1.4336979276290553,-2.8351283154828755,-0.044174891905208354,2003.10.22.15.44.13
-3.1948372943184,-1.9726474203197053,0.0074589020034686575,-4.229343330871805,-0.044174891905208354,2003.10.22.15.54.13
-3.2616728272031934,-0.8227232640339622,0.9273658460178043,-2.7517146155252856,-0.044174891905208354,2003.10.22.16.04.13
-3.2840873954691827,-0.8381259878724107,-0.24499711847874286,-4.23409994153005,-0.044174891905208354,2003.10.22.16.14.13
-3.088031497083633,-1.3451135658895845,-0.42249276450799406,-3.507235199701926,-0.044174891905208354,2003.10.22.16.24.13
-3.171066989210659,-1.608549883771543,0.28665328665725415,-3.207205150591305,-0.044174891905208354,2003.10.22.16.34.13
-3.255570529571861,-1.5609354894130578,0.26599004485352545,-3.8354142174386663,-0.044174891905208354,2003.10.22.16.44.13
-3.193951585891252,-0.8613410798422229,0.5285108305882087,-3.3157344276630956,-0.044174891905208354,2003.10.22.16.54.13
-3.0763553446105827,-1.1373409271798958,-0.7921950773672302,-4.5493426845463825,-0.044174891905208354,2003.10.22.17.04.13
-3.1114682605556854,-0.427756170755895,0.62596477637586,-2.873096797796253,-0.044174891905208354,2003.10.22.17.14.13
-3.5316563640300664,-1.6218475100297087,-0.14006559180806602,-3.4368098972854217,-0.044174891905208354,2003.10.22.17.19.38
-3.1834761176922113,-1.93581103578713,-0.8467414365896226,-3.4062702746868574,-0.044174891905208354,2003.10.22.17.24.13
-3.081646409244086,-1.7741053696854967,0.3818410697432036,-4.560605752509509,-0.044174891905208354,2003.10.22.17.34.13
-3.1861871211169785,-2.0180947274531937,-0.1313873630329354,-4.026221910562655,-0.044174891905208354,2003.10.22.17.44.13
-3.2314383395682276,-1.4956315811754253,-0.01550742234560671,-3.38484825419313,-0.044174891905208354,2003.10.22.17.54.13
-3.1685218048530355,0.250073244213508,1.172853690043153,-3.2794626019104904,-0.044174891905208354,2003.10.22.18.04.13
-3.2647806072938264,-1.6692263203774187,-0.2918303961241111,-4.942458866251378,-0.044174891905208354,2003.10.22.18.14.13
-3.3261533504862224,-1.2482797428506518,1.3854260142244106,-3.0660480976473,-0.044174891905208354,2003.10.22.18.24.13
-3.3226839055386814,-1.2670833140631146,1.7722622011209601,-3.923550041868635,-0.044174891905208354,2003.10.22.18.34.13
-3.3462717367650923,-2.2564202537661258,-0.6467470531750531,-3.647877499676398,-0.044174891905208354,2003.10.22.18.44.13
-3.0310588140206085,-1.9344562161271948,1.1069955308875445,-4.0549567331824745,-0.044174891905208354,2003.10.22.18.54.13
-3.1383144045568736,-1.973846723597486,-0.11303540573216905,-3.0572077946072227,-0.044174891905208354,2003.10.22.19.04.13
-3.161854607027152,-0.45847958139907447,0.7453985162678735,-2.631527498740328,-0.044174891905208354,2003.10.22.19.14.13
-3.2583140740324454,-1.5464548729344365,0.9838874679148686,-3.3839888382318724,-0.044174891905208354,2003.10.22.19.24.13
-3.087729430761317,-1.4376594831663627,0.48063214452199443,-3.2541764644280304,-0.044174891905208354,2003.10.22.19.34.13
-3.165556923393402,-0.7372380268942588,0.7856843245868309,-2.0877859473495026,-0.044174891905208354,2003.10.22.19.44.13
-3.2605039921646344,0.7295003959431767,4.394367642237373,-2.431695103174126,-0.03177069966657656,2003.10.22.19.54.13
-3.258218760011443,-0.37460484003045663,2.4946836378342403,-2.2025583898557044,-0.044174891905208354,2003.10.22.20.04.13
-3.3090221606323063,-1.7305911886561072,-0.2345377898418457,-2.6878889147079352,-0.044174891905208354,2003.10.22.20.14.13
