bearing3_rms,bearing3_kurtosis,bearing3_crest_factor,bearing3_spectral_entropy,bearing3_dominant_frequency,timestamp
0.34699855157563847,3.2326775077242207,1.4965595273032815,0.5510312872749484,0.6661836635090064,2004.02.12.10.32.39
0.3772019971565618,0.11160574296009772,-0.4617823394380281,0.5530552265577747,0.6661836635090064,2004.02.12.10.42.39
0.38039768734134155,2.2486608086863593,0.8251569474991418,0.6374299733057182,0.6661836635090064,2004.02.12.10.52.39
0.43927681468644136,2.3221989329505526,1.3636117445243148,0.629357369342571,0.6661836635090064,2004.02.12.11.02.39
0.208219576946651,0.4260517873914182,-0.20828925946794985,0.5332140604864032,0.6661836635090064,2004.02.12.11.12.39
0.428362812635619,0.9137164812924435,0.28304914320669694,0.462506045592906,-1.795773231600258,2004.02.12.11.22.39
0.1996168665231,0.8443609288057073,0.7086051646078652,0.42368918070395145,0.6661836635090064,2004.02.12.11.32.39
0.11516873319575055,0.19684501940313232,-0.10422390903082006,0.3942565723133228,-1.795773231600258,2004.02.12.11.42.39
0.433420538063832,1.8101683717042822,1.0221296263666186,0.4639234207708928,0.6693727268446401,2004.02.12.11.52.39
0.3737968741452527,0.22536208532097873,-0.25280244765716087,0.19458536610286123,-1.795773231600258,2004.02.12.12.02.39
0.0998970873487509,-0.39283812006387797,-1.3179930342504689,0.5555401223533323,0.6661836635090064,2004.02.12.12.12.39
-0.003871900640788797,0.5251251466450982,0.6654222880883514,0.5154172118256283,0.6693727268446401,2004.02.12.12.22.39
-0.01715914859999406,-0.3017055930714717,-1.211494176450459,0.5207405112889332,0.6661836635090064,2004.02.12.12.32.39
0.017323371048703705,0.36264731157850283,-0.7175343976267266,0.4827631719957384,-1.795773231600258,2004.02.12.12.42.39
-0.0726852874651394,-0.19746247707995765,-0.6040954171965076,0.5562836762660003,0.6661836635090064,2004.02.12.12.52.39
0.004882941339405159,0.06533269458017897,-0.40291947179036447,0.4631162100346594,0.6661836635090064,2004.02.12.13.02.39
0.2961072564578836,1.274324088996499,1.1043684786488093,0.4958179302853507,0.6661836635090064,2004.02.12.13.12.39
-0.032286201524117285,1.7800098696258186,1.5680186087432537,0.5115545012650904,0.6693727268446401,2004.02.12.13.22.39
0.041863728970789375,-0.30488616947843494,-0.7932948785965188,0.18780544300796953,-1.795773231600258,2004.02.12.13.32.39
0.15377859395449908,1.9312339987309044,1.032771445766658,0.5720297801309516,0.6661836635090064,2004.02.12.13.42.39
