bearing1_ch1_rms,bearing1_ch1_kurtosis,bearing1_ch1_crest_factor,bearing1_ch1_spectral_entropy,bearing1_ch1_dominant_frequency,timestamp
-4.516786779379118,0.3162295796162546,-0.6221623926031787,-2.8848079768404533,-2.422648163952951,2003.10.22.15.44.13
-4.280741331473528,1.24717099123272,2.6228723655003936,-4.6344450914675805,-2.422648163952951,2003.10.22.15.54.13
-4.300527689108185,0.3540896467642688,0.7062041931197907,-2.7660621589529826,-2.422648163952951,2003.10.22.16.04.13
-4.4167451440051995,-1.5129284405260721,-1.0952403499061716,-4.351131366013951,-2.422648163952951,2003.10.22.16.14.13
-4.376111139069042,1.1111301208761075,1.1249770225823017,-4.211459826655852,-2.422648163952951,2003.10.22.16.24.13
-4.341467937378754,0.754710158739552,0.1090456637145164,-3.542869457779799,-2.422648163952951,2003.10.22.16.34.13
-4.444243536564307,1.1748798862432603,1.9089406063129135,-4.5653409263083065,-2.422648163952951,2003.10.22.16.44.13
-4.082213720036698,0.10613561751234087,0.4416158313548361,-2.715094007122465,-2.422648163952951,2003.10.22.16.54.13
-4.157846547664355,-0.9048634736728661,0.023044834218834707,-3.3583310350750177,-2.422648163952951,2003.10.22.17.04.13
-4.265371673207346,1.4969839702581296,0.3730318798913251,-3.4941896826198264,-2.422648163952951,2003.10.22.17.14.13
-4.576028896110787,0.1761542596102809,1.3588219479454386,-3.666199752459757,-2.422648163952951,2003.10.22.17.19.38
-4.1737990588124765,-1.5097992118316632,0.4860265402697773,-3.0713036426646316,-2.422648163952951,2003.10.22.17.24.13
-3.8353094109024464,-1.2415056016019803,-0.7270914042658788,-3.8154393698352367,-2.422648163952951,2003.10.22.17.34.13
-4.423916476822506,-0.8592594672337812,-0.12218277137830912,-4.383028441520747,-2.422648163952951,2003.10.22.17.44.13
-4.487313924115174,-0.5606872419169002,-0.4915507564927686,-4.253931130468468,-2.422648163952951,2003.10.22.17.54.13
-4.5615142952023415,0.8381586194365612,1.7352641566121196,-3.639901477549854,-2.422648163952951,2003.10.22.18.04.13
-4.671835011197325,-1.2292819544064968,-1.1168245099542344,-5.4740325504303184,-2.422648163952951,2003.10.22.18.14.13
-4.0778718423194045,-1.6280897420099956,-0.013933734214582525,-2.3607900282646725,-2.422648163952951,2003.10.22.18.24.13
-4.4000201047588225,0.16621181533188137,2.0746748555190173,-4.120517171420046,-2.422648163952951,2003.10.22.18.34.13
-4.332656673137436,0.23636036399218716,1.1022846507926096,-4.342107382975295,-2.422648163952951,2003.10.22.18.44.13
-4.297877226557245,-0.8944051314898992,-0.7965793529829782,-4.423462521530953,-2.422648163952951,2003.10.22.18.54.13
-3.614640132446291,1.489440491963011,0.7408580274084957,-2.380039191133636,-2.422648163952951,2003.10.22.19.04.13
-3.3386658959423987,0.11225416324540584,0.3970597324539885,-1.4653267602397857,-2.422648163952951,2003.10.22.19.14.13
-3.915325323491912,-0.7806414295422738,-0.7398106111069322,-2.1442615935729563,-2.422648163952951,2003.10.22.19.24.13
-3.6011116281821964,1.740266710624998,1.8652504827568388,-2.843690117601539,-2.422648163952951,2003.10.22.19.34.13
-3.612469455942285,1.270200473784778,-0.48352163438873663,-1.653775839024146,-2.422648163952951,2003.10.22.19.44.13
-3.7401607123311527,1.96590751035497,0.9253336448789827,-2.0174923405513905,-0.2190082283384049,2003.10.22.19.54.13
-3.5793540895404576,-0.1514763743296969,0.5863207129665803,-1.7758724912050128,-2.422648163952951,2003.10.22.20.04.13
-3.7212873646470594,1.4101542219310688,1.469293048460993,-2.164806149539501,-2.422648163952951,2003.10.22.20.14.13
-3.682479557211498,1.2056519474378902,2.1240859636485876,-2.0748834607657494,-2.422648163952951,2003.10.22.20.24.13
-3.7380220836515474,0.041924999015250326,0.12434964005600393,-2.0099511256015052,-2.422648163952951,2003.10.22.20.34.13
-3.7317077812081574,0.8953921497892641,-0.5552033382530638,-1.962852362577172,-2.422648163952951,2003.10.22.20.44.13
-3.3883159832132264,2.79181327449268,1.4490437894243438,-1.6630920656848445,-2.422648163952951,2003.10.22.20.54.13
-3.7640041911595294,2.3773045062983993,3.863625574828427,-3.0571638724185526,-2.422648163952951,2003.10.22.21.04.13
-3.785565134327257,0.6588153909658963,-0.48588233534495673,-1.7336664919246951,-2.422648163952951,2003.10.22.21.14.13
-3.790157994826833,0.8846980597347559,1.8138864529742122,-2.305473366636219,-0.2190082283384049,2003.10.22.21.24.13
-3.586863641969012,1.027761325533501,1.4452018382413578,-3.754688229894644,-0.2190082283384049,2003.10.22.21.34.13
-3.517595119917178,0.7087220236932448,0.5873247711203715,-1.7749385363908299,-0.2190082283384049,2003.10.22.21.44.13
-3.6964222319694104,0.4494789458003132,-0.26319957563855906,-1.832431201179926,-0.2190082283384049,2003.10.22.21.54.13
-3.4802031727023945,3.1196662621040323,4.687732164004511,-3.612614961238828,-2.422648163952951,2003.10.22.22.04.13
-3.563712157457722,1.890611792172749,1.3569193432174047,-2.3779389612060786,-4.626288099567497,2003.10.22.22.14.13
-3.635063717304173,-0.3475837963362676,-0.3666812280021782,-2.3474757442014353,-2.422648163952951,2003.10.22.22.24.13
-3.59939135875934,1.7152990715093313,1.2224754858475118,-1.5383760380946128,-0.2190082283384049,2003.10.22.22.34.13
-3.5998256432616276,-0.24046361207521108,-0.3055434599712236,-1.7542654058636338,-0.2190082283384049,2003.10.22.22.44.13
-3.5878446096175804,1.3524140436444059,0.1779910230310876,-1.7173214114732744,-2.422648163952951,2003.10.22.22.54.13
-3.6546548231679394,1.2522911997629196,2.491757975708661,-2.2370425540242653,-2.422648163952951,2003.10.22.23.04.13
-3.555689165161253,1.712269332956713,3.182858724094156,-3.6745656931652766,-2.422648163952951,2003.10.22.23.14.13
-3.3036639176231732,0.9813908446996632,1.7372437794231832,-1.1771108001437645,-0.2190082283384049,2003.10.22.23.24.13
-3.6065274460652472,1.86780882910042,0.8592128121245263,-1.794576921877152,-2.422648163952951,2003.10.22.23.34.13
-3.5662970713394304,0.4063499070546655,-0.8847030223890247,-1.8944327238148928,-0.2190082283384049,2003.10.22.23.44.13
-3.520188825237468,0.7239863979770986,2.491684917655996,-2.652175181254368,-2.422648163952951,2003.10.22.23.54.13
-3.4089230543876567,1.8429929225831536,0.12684861254180968,-3.4105420095970036,-2.422648163952951,2003.10.23.00.04.13
-3.3746375293408066,1.226658840162811,1.290802055876488,-1.5958144834123746,-2.422648163952951,2003.10.23.00.14.13
-3.8054316627754043,0.7252504775262744,-0.8476830956220047,-1.8975514464720937,-2.422648163952951,2003.10.23.00.24.13
-3.6441490157954823,1.1951288791814723,-0.8068565149738183,-2.484384581548315,-2.422648163952951,2003.10.23.00.34.13
-3.490038447015403,0.5790479082461999,0.34615304809078257,-1.9008132543876008,-0.2190082283384049,2003.10.23.00.44.13
-3.237756422175978,0.3583380586699575,0.3053947724547119,-1.6680747042760493,-2.422648163952951,2003.10.23.00.54.13
-3.562787364772404,2.8597536467125155,3.7820911356285585,-2.416385740422028,-2.422648163952951,2003.10.23.01.04.13
-3.8106612730456932,0.3236079963557029,-0.13543447401458408,-2.6595959555116018,-2.422648163952951,2003.10.23.01.14.13
-3.6219624018375547,1.6468594717191098,0.8209118317342432,-1.736950653807887,-2.422648163952951,2003.10.23.01.24.13
-3.7203843714269382,-0.19210165467305396,-1.1902138316100137,-3.2974077897148417,-2.422648163952951,2003.10.23.01.34.13
-3.5372554633647217,2.0726287655890068,0.5967070263177198,-2.3310036956236204,-2.422648163952951,2003.10.23.01.44.13
-3.544283267233732,0.9974835376515356,2.0480846462092246,-2.863968513330067,-2.422648163952951,2003.10.23.01.54.13
