b1_rms,b1_kurtosis,b1_crest_factor,b1_spectral_entropy,b1_dominant_frequency,timestamp,health_state
-0.5424677291572587,-0.20677129001211283,1.6722031098346655,0.4179769130226878,-0.4033236255251378,2004-02-12 10:32:39,healthy
-0.5172707485528625,-0.18490298057096657,-0.11551032365991971,1.1695894332777335,-0.4033236255251378,2004-02-12 10:42:39,healthy
-0.4995303353265286,-0.3358721942720908,2.5504807757242913,1.0595861063508767,-0.4033236255251378,2004-02-12 10:52:39,healthy
-0.447315145943588,0.38582562098943407,4.616479251920624,1.1214299122562645,-0.4033236255251378,2004-02-12 11:02:39,healthy
-0.4525365712837758,-0.23542264923576287,-0.41778875314276326,0.9845718141041306,-0.4033236255251378,2004-02-12 11:12:39,healthy
-0.45587917283297974,-0.400129276821006,0.7267021963846774,1.1395175352869527,-0.40248514159965054,2004-02-12 11:22:39,healthy
-0.4492253088976611,-0.37490944487008676,-0.03907524091724377,0.4889726353690234,-0.4033236255251378,2004-02-12 11:32:39,healthy
-0.4672221053475321,-0.38233666497548086,0.23159023681311797,0.7292018927362124,-0.4033236255251378,2004-02-12 11:42:39,healthy
-0.4409135429601679,-0.4578887385364373,-0.5982916277743636,0.7046065278444377,-0.40248514159965054,2004-02-12 11:52:39,healthy
-0.5102546464093376,-0.5467026804805343,-0.39994657002736567,0.7562445787643066,-0.40248514159965054,2004-02-12 12:02:39,healthy
-0.43648142899550146,-0.4011166092518749,0.04997962900338069,0.5591634475524412,-0.4033236255251378,2004-02-12 12:12:39,healthy
-0.47002709952389,-0.1924908787384832,1.6443850769806923,0.8467182007549806,-0.4033236255251378,2004-02-12 12:22:39,healthy
-0.4749332424538269,-0.5024443987558448,-0.07773227015719683,0.36317167966041947,-0.4033236255251378,2004-02-12 12:32:39,healthy
-0.42342563797901955,-0.24093638303991788,0.36586246202097467,0.928842975952694,-0.4033236255251378,2004-02-12 12:42:39,healthy
-0.43698677649960765,-0.2937277646663619,0.2152246043941192,0.7177051006636388,-0.4033236255251378,2004-02-12 12:52:39,healthy
-0.44861113948712356,-0.29155385724147853,-0.9066297690503412,0.5276248830716943,-0.4033236255251378,2004-02-12 13:02:39,healthy
-0.45297430703213,-0.3733964316392254,0.708492847506629,0.43063248230284723,-0.4033236255251378,2004-02-12 13:12:39,healthy
-0.4703648978795712,-0.4094738724786053,0.9367982385838011,0.5855985338647776,-0.40248514159965054,2004-02-12 13:22:39,healthy
-0.4661191761930806,-0.5285145848021836,-0.011066852179801284,0.5575087201591247,-0.4033236255251378,2004-02-12 13:32:39,healthy
-0.44292914540639494,-0.24297837499292976,1.3906918928239054,0.6967908520337552,-0.4033236255251378,2004-02-12 13:42:39,healthy
-0.440932009146516,-0.3438175289095743,0.07585512009169636,0.5763091421166906,-0.4033236255251378,2004-02-12 13:52:39,healthy
-0.43392356891639344,-0.48040546644799076,-0.7517573448432802,0.7647468956529027,-0.4033236255251378,2004-02-12 14:02:39,healthy
-0.4313391838494503,-0.44617753906639496,-1.6204846339900245,0.7364931963795405,-0.4033236255251378,2004-02-12 14:12:39,healthy
-0.42576523402702743,-0.3284828213552531,-0.5184591502699353,1.0038306779047939,-0.4033236255251378,2004-02-12 14:22:39,healthy
-0.4335445469791588,-0.36811655120295766,0.5420534598922587,0.6723346366169377,-0.4033236255251378,2004-02-12 14:32:39,healthy
-0.47101174502957527,-0.5637550146254015,0.01772117584331002,0.3975209284577086,-0.4033236255251378,2004-02-12 14:42:39,healthy
-0.4678896776424306,-0.49873098867815385,-0.40234411221095306,0.33414434591535586,-0.4033236255251378,2004-02-12 14:52:39,healthy
-0.4726434895852452,-0.45823138360939036,-0.09112473669566969,0.6336999371715161,-0.4033236255251378,2004-02-12 15:02:39,healthy
-0.4566140116956757,-0.5279027199558031,-0.3950195852535066,0.22422251829433582,-0.4033236255251378,2004-02-12 15:12:39,healthy
-0.4444361843551725,-0.3117459764532598,1.796665423777718,0.6053756074685239,-0.4033236255251378,2004-02-12 15:22:39,healthy
-0.45027375306090767,-0.363230033610571,-0.14987655646567172,0.40273481825866586,-0.4033236255251378,2004-02-12 15:32:39,healthy
-0.4157578177840708,-0.36584250369363647,-0.503699471079788,0.4348455962068762,-0.4033236255251378,2004-02-12 15:42:39,healthy
-0.4745880019676899,-0.3412499421380463,-0.3644608740929888,0.8788210662933402,-0.40248514159965054,2004-02-12 15:52:39,healthy
-0.4411921164429794,-0.45791326833127455,-0.8292473311864471,1.044598690777686,-0.40248514159965054,2004-02-12 16:02:39,healthy
-0.45755178357274423,-0.45546253069681975,-1.1410890193202816,0.748958501751927,-0.40248514159965054,2004-02-12 16:12:39,healthy
-0.45977213240628606,-0.4384435831061099,-1.2001800842752854,0.8397369989086982,-0.4033236255251378,2004-02-12 16:22:39,healthy
-0.48629561877994676,-0.4521625624578897,0.29996494812209146,-0.03381652629633921,-0.4033236255251378,2004-02-12 16:32:39,healthy
-0.42341517346342306,-0.27184490643884224,0.9407878250957097,0.5617039052114141,-0.4033236255251378,2004-02-12 16:42:39,healthy
-0.47441831732247636,-0.5111305565191206,-0.6026553412982592,0.13787554020451392,-0.4033236255251378,2004-02-12 16:52:39,healthy
-0.4528094803891362,-0.17615742015937322,2.0887128371573667,0.5695575562563545,-0.40248514159965054,2004-02-12 17:02:39,healthy
-0.4499891546495368,-0.3443633596450442,-0.8993750200473516,0.3245623231789586,-0.4033236255251378,2004-02-12 17:12:39,healthy
-0.44861847598306387,-0.4034659039886715,-0.3928589611048178,0.4673488487819306,-0.4033236255251378,2004-02-12 17:22:39,healthy
-0.47024416947453557,-0.4284938339391031,1.0543286333551927,0.6627634624593527,-0.4033236255251378,2004-02-12 17:32:39,healthy
-0.45809637785795837,-0.3639560944273739,0.1769653477467392,0.5530529274649978,-0.4033236255251378,2004-02-12 17:42:39,healthy
-0.46061258154008966,-0.30977330493712574,1.4621956773306926,0.1975736841912366,-0.4033236255251378,2004-02-12 17:52:39,healthy
-0.4942439569903727,-0.39836401215998435,-0.899918223981071,0.7705754428557203,-0.4033236255251378,2004-02-12 18:02:39,healthy
-0.4433454861162151,-0.511682916691083,-1.0971786232487206,0.14769337338322994,-0.4033236255251378,2004-02-12 18:12:39,healthy
-0.4766483325402706,-0.35288135132028925,-0.1626991995299209,0.6407606068087539,-0.4033236255251378,2004-02-12 18:22:39,healthy
-0.45728392462822653,-0.5416019805888658,0.172131656689057,0.10662638928100299,-0.4033236255251378,2004-02-12 18:32:39,healthy
-0.4840357570996952,-0.43571798757079067,0.0952068648631332,0.4703691307177708,-0.4033236255251378,2004-02-12 18:42:39,healthy
