bearing2_rms,bearing2_kurtosis,bearing2_crest_factor,bearing2_spectral_entropy,bearing2_dominant_frequency,timestamp
-0.5301637340895891,2.429833152990277,1.2988832737321658,0.31839147576552285,0.15733904135259794,2004.02.12.10.32.39
-0.36213111614836774,0.6866635967098658,0.4715019425392628,0.8935997252788553,0.15733904135259794,2004.02.12.10.42.39
-0.3418307701158635,1.0835023378125161,0.8386511640440057,0.6451410349392682,0.15733904135259794,2004.02.12.10.52.39
-0.3941617894193084,0.565273950143706,2.107650836362678,0.81358859259121,0.15733904135259794,2004.02.12.11.02.39
-0.23116212166709632,0.5032367816215735,0.3845037877373438,0.6187696495018403,0.15733904135259794,2004.02.12.11.12.39
-0.43098499237739823,0.223881028606177,2.259075261752627,0.7750252413750879,0.17800672479819335,2004.02.12.11.22.39
-0.3282125017064556,0.6667076342812863,2.251855255156543,0.1477160598277424,0.15733904135259794,2004.02.12.11.32.39
-0.37424114073958453,-0.338572186565131,-0.7925047628009372,0.3713120524002185,0.15733904135259794,2004.02.12.11.42.39
-0.19645065443760307,2.0494882715049516,2.5668087169760807,0.4484020229450823,0.17800672479819335,2004.02.12.11.52.39
-0.2723112392585668,0.2952788884967904,0.08433298986517519,0.38809491935676665,0.17800672479819335,2004.02.12.12.02.39
-0.24486701038558234,0.11686886074998479,-1.1173588885448575,0.15676992295222153,0.15733904135259794,2004.02.12.12.12.39
-0.3682292334113589,-0.6449328978361745,-0.7094255175676529,0.3358887068072951,0.15733904135259794,2004.02.12.12.22.39
-0.29684417487143205,0.9438833732420863,2.7709383888307473,0.037207339834033556,0.15733904135259794,2004.02.12.12.32.39
-0.26563565398085714,-0.32091832461965525,-0.7931106421720278,0.5801024329850877,0.15733904135259794,2004.02.12.12.42.39
-0.2695561596207252,-0.08787998000073428,-0.007922471015408593,0.4002022508073164,0.15733904135259794,2004.02.12.12.52.39
-0.27983296392067064,0.29496613575442066,0.9292626301892256,0.06609947968919912,0.15733904135259794,2004.02.12.13.02.39
-0.20767600677131665,0.08795478047364459,0.17777842597588436,0.09257148647064808,0.15733904135259794,2004.02.12.13.12.39
-0.39446900455740397,-0.24339466648584876,0.027338106165004514,0.2139475655170027,0.17800672479819335,2004.02.12.13.22.39
-0.25704054406830634,-0.10739104126537526,-0.6613010078147544,0.2561626491660198,0.15733904135259794,2004.02.12.13.32.39
-0.22250484396340625,0.6146153383727985,0.2497572794802677,0.4645062423973687,0.15733904135259794,2004.02.12.13.42.39
-0.2096003648377554,-0.0038630489690898414,0.3560470380321213,0.2798655744800475,0.15733904135259794,2004.02.12.13.52.39
-0.18087475589203447,0.02360454229381521,0.3184278276453553,0.5273565563097324,0.15733904135259794,2004.02.12.14.02.39
-0.29994895385944126,-0.13432842104411272,-0.7534950503030345,0.6147566687063709,0.15733904135259794,2004.02.12.14.12.39
-0.16842971232589332,0.23457090674786135,-0.04713328204318135,0.7385817057467031,0.15733904135259794,2004.02.12.14.22.39
-0.136551978381608,1.4979641895020936,3.407441774528696,0.5821258173377241,0.15733904135259794,2004.02.12.14.32.39
-0.2716816566451083,0.7456007259343908,2.5150902715719607,0.22336943640949433,0.15733904135259794,2004.02.12.14.42.39
-0.17016343941095965,0.024811160035337954,-0.4643235246819969,0.15864587874947422,0.15733904135259794,2004.02.12.14.52.39
-0.2455054258497629,0.14272397839800574,-0.3388838046645701,0.39244598597249253,0.15733904135259794,2004.02.12.15.02.39
-0.27627478419995655,0.5502385294453992,1.0840684796306908,0.01785621211591188,0.15733904135259794,2004.02.12.15.12.39
-0.1952418549738328,0.9458595366613447,0.12671871202402477,0.4017327556690107,0.15733904135259794,2004.02.12.15.22.39
-0.26007147310831996,0.08561047451887606,-0.17941082323725366,0.195107746651581,0.15733904135259794,2004.02.12.15.32.39
-0.2620351669885022,0.08718496257985679,0.07113925322862888,0.18706410110175883,0.15733904135259794,2004.02.12.15.42.39
-0.22140215359277735,0.33100606080801825,0.019379057802012795,0.5362081924340238,0.17800672479819335,2004.02.12.15.52.39
-0.16919625966380225,0.5255725934255002,0.1285248352053022,0.8456505879122517,0.17800672479819335,2004.02.12.16.02.39
-0.06110600370698836,1.0572100388346375,0.11352570100690505,0.671511239841407,0.17800672479819335,2004.02.12.16.12.39
-0.23739251345465107,-0.26958741440498696,-1.0725664845841332,0.6713260449668181,0.15733904135259794,2004.02.12.16.22.39
-0.1899272184223359,0.13766649360080854,-0.10790100449759071,-0.17763867362516975,0.15733904135259794,2004.02.12.16.32.39
-0.1515562269052278,0.43120733869471767,-0.48625315300942373,0.4472342838235197,0.15733904135259794,2004.02.12.16.42.39
-0.22190730005527712,0.7550553780409911,2.0454429931429328,0.09497065337373087,0.15733904135259794,2004.02.12.16.52.39
-0.1328838526001771,0.8406947301840837,-0.24752776771801796,0.28930433112285714,0.17800672479819335,2004.02.12.17.02.39
-0.1031677848301704,0.3177115110002854,-0.802136684112919,0.20961935172919666,0.15733904135259794,2004.02.12.17.12.39
