bearing3_ch6_rms,bearing3_ch6_kurtosis,bearing3_ch6_crest_factor,bearing3_ch6_spectral_entropy,bearing3_ch6_dominant_frequency,timestamp
-1.5717426920913549,-0.17076980353068433,0.07145177295516,-0.3218241605952904,-1.0222392850964015,2003.10.22.15.44.13
-1.4934746883862458,-0.07884084618215663,0.675959173728993,-1.507586912456076,-0.9020480137678066,2003.10.22.15.54.13
-1.5857791718214416,-0.22297433963010602,-0.4910708946312629,-0.04088343919366964,-1.0222392850964015,2003.10.22.16.04.13
-1.5160354094946875,-0.16204877570945875,0.1833667898417091,-0.25682162866315655,-0.9020480137678066,2003.10.22.16.14.13
-1.5425848946970653,-0.13926783957329114,-0.5332733697041097,-0.3356508122889117,-0.9020480137678066,2003.10.22.16.24.13
-1.6352889428938668,-0.18495993154282253,0.1773143312579643,-0.16460668694009437,-1.0222392850964015,2003.10.22.16.34.13
-1.6476278275799536,-0.09103081361711282,-0.3813223351087408,-1.184626262100324,-0.9020480137678066,2003.10.22.16.44.13
-1.5977455197967674,-0.07105197903223401,-0.4031262513002814,-0.8606065801758357,-0.9020480137678066,2003.10.22.16.54.13
-1.563319892428177,-0.10486241063192316,-0.3694637799885463,-0.9271109057220088,-0.9020480137678066,2003.10.22.17.04.13
-1.553760578791872,-0.22714446904675212,-0.4802235750403974,-0.6170789842863891,-1.0222392850964015,2003.10.22.17.14.13
-1.6529648467528297,-0.23970193179030425,0.09807936982049797,0.18852654371502134,-0.9020480137678066,2003.10.22.17.19.38
-1.6275665550637095,-0.15104524336691752,-0.23335801748543475,-0.28150827475512313,-0.9020480137678066,2003.10.22.17.24.13
-1.5808321776963716,-0.12468972821474791,0.1587338096151236,-0.7016753627287073,-0.9020480137678066,2003.10.22.17.34.13
-1.5824418968366727,-0.1384144851492122,0.04278349273407568,-1.1891238482741215,-1.0222392850964015,2003.10.22.17.44.13
-1.6164969291781752,-0.28216577802801684,-0.7079900790506816,-0.34602556928756184,-0.9020480137678066,2003.10.22.17.54.13
-1.6090873597356747,-0.058617999637439445,-0.2907164537153177,-0.2999646496267358,-0.9020480137678066,2003.10.22.18.04.13
-1.634875432993364,-0.2490727182983931,-0.6615836849820134,-0.7971831650798257,-0.9020480137678066,2003.10.22.18.14.13
-1.6704964589068394,-0.1302354577534128,-0.5881864348135457,0.5059571796279417,-0.9020480137678066,2003.10.22.18.24.13
-1.5433186659807028,-0.07567668889105829,0.37648428982129745,-1.1624046420193,-0.9020480137678066,2003.10.22.18.34.13
-1.5980184860000428,-0.0614796575669801,-0.21279075487209964,-0.8810567644428202,-0.9020480137678066,2003.10.22.18.44.13
-1.61088131027026,-0.07004315888160283,0.1841154859996038,-0.7619884552448346,-1.0222392850964015,2003.10.22.18.54.13
-1.5839445582749316,-0.1774483467176589,-0.2533554247930018,-1.5500283444214897,-1.0222392850964015,2003.10.22.19.04.13
-1.6105089187209136,-0.2576603357301826,-0.6712251648947186,0.2869847428492666,-1.0222392850964015,2003.10.22.19.14.13
-1.5293383686308888,-0.22559989833106917,-0.1863002454047839,-1.3398291040557526,-1.0222392850964015,2003.10.22.19.24.13
-1.4829170773631657,0.01814570176054335,0.9046920894349063,-1.477385223845687,-0.9020480137678066,2003.10.22.19.34.13
-1.585679541194219,-0.176027281314941,-0.5641375135332789,-0.06686365487124872,-1.0222392850964015,2003.10.22.19.44.13
-1.6313073881019393,-0.2178512587869694,-0.49633461269361767,0.01006218955281216,-1.0222392850964015,2003.10.22.19.54.13
-1.4773984839548575,0.0997302867577659,0.03421287043828125,0.16037569281959124,-1.0222392850964015,2003.10.22.20.04.13
-1.5494065824805117,-0.10078751923262674,0.37981549088972083,0.3781325462692869,-1.0222392850964015,2003.10.22.20.14.13
-1.4719510111235952,-0.17606863119681654,-0.08333524979594846,-1.0718462416083478,-1.0222392850964015,2003.10.22.20.24.13
-1.4782242440859084,-0.07318970818260466,-0.0324554918645918,-0.40023289729207473,-1.0222392850964015,2003.10.22.20.34.13
-1.5683114366778919,-0.19333261798813714,-0.4401174366001157,-0.6059417031507686,-1.0222392850964015,2003.10.22.20.44.13
-1.5469110311551166,-0.14156127387650042,-0.4976140296719426,0.0769774482378681,-1.0222392850964015,2003.10.22.20.54.13
-1.556858575486989,-0.16917657695075178,-0.4449922180711637,-0.18598230988181405,-0.9020480137678066,2003.10.22.21.04.13
-1.4884439290339788,-0.11108769534777302,-0.09950615451748773,0.4270257370351544,-1.0222392850964015,2003.10.22.21.14.13
-1.5534920421499552,-0.23973643929939498,-0.3882832787307273,-0.2282697867763771,-1.0222392850964015,2003.10.22.21.24.13
-1.5442002059094553,-0.2784178047685637,-0.4987424100610211,0.35460198694691847,-0.9018100112503242,2003.10.22.21.34.13
-1.4845854469787203,-0.07714008087125335,0.3686322223856821,0.03922334607755046,-1.0222392850964015,2003.10.22.21.44.13
-1.5983100875546281,-0.3452255320238366,-0.6418824764249151,-0.7785514444674752,-1.0222392850964015,2003.10.22.21.54.13
-1.5302245490798954,-0.1529863053752085,-0.2583124625496783,-0.5925639684625775,-0.9020480137678066,2003.10.22.22.04.13
-1.56203808107556,-0.2328299837972986,-0.33606572379325894,-0.3731000801031339,-0.902286016285289,2003.10.22.22.14.13
-1.5457429193708447,-0.2564072235681681,-0.3432432734294579,-1.105060484605491,-1.0857859572641932,2003.10.22.22.24.13
-1.586273087389243,-0.03609857564120496,-0.24255708484720573,-0.5594347592858155,-1.0222392850964015,2003.10.22.22.34.13
-1.488380839019112,-0.010380810053936831,0.05400587273139056,-1.008256011282668,-1.0222392850964015,2003.10.22.22.44.13
-1.5219637740839564,0.05366291765029413,0.11891683124004748,-1.147067948130749,-1.0222392850964015,2003.10.22.22.54.13
-1.6645168393302852,-0.2354609668898404,-0.24084494726279543,-1.163899535280207,1.0476686094477365,2003.10.22.23.04.13
-1.539465107090589,-0.15532536593441745,-0.08492257506113518,-1.0562629540450337,-1.0222392850964015,2003.10.22.23.14.13
-1.6116661439986826,-0.10661852836087528,-0.1820288331338414,-0.5021387435324399,-1.0222392850964015,2003.10.22.23.24.13
-1.5549930009845119,-0.11610664081355675,0.12119478141763325,0.045956188713188295,-1.0222392850964015,2003.10.22.23.34.13
-1.5034383743552548,-0.22819297451006354,-0.3280528415461442,-1.2911418826487522,-1.0222392850964015,2003.10.22.23.44.13
-1.5187010872355822,-0.06471742159229651,0.208841270073139,-0.29820533393903226,-1.0222392850964015,2003.10.22.23.54.13
-1.4887246049369658,-0.1510485541836044,-0.28651231957168205,-0.6570166942002073,-0.9020480137678066,2003.10.23.00.04.13
-1.5301570771935427,-0.20249898935183067,0.060308176436185856,-1.2893754104439892,-1.0222392850964015,2003.10.23.00.14.13
-1.5337084185851138,-0.1639831800890882,-0.5852212617043531,-0.8996460599757063,-1.0222392850964015,2003.10.23.00.24.13
